,0,1,2
0,-0.49310947835444224,-0.3148411344037334,-0.7522283572442461
1,-2.124432277465204,0.496882177416432,-0.07789925612909508
2,-0.05488148591365141,-0.4688770934715188,0.3927595121047176
3,-3.8483243599762735,2.2555074236283,1.887106970395829
4,1.7601964395843048,0.4891751275759378,0.12194859923202815
5,2.0499222645565287,-0.1114697278877393,0.29386764394720505
6,-0.3584634305992582,0.7738279806363368,-0.9307406225252539
7,-1.0562731039124205,0.04012294949321188,-0.42679953836207274
8,-1.2984477522873554,-0.38686576217547447,-0.5572347226951425
9,-0.6940565695779835,0.16831284158051935,-1.0288496618594407
10,-1.963966107404113,0.6982852759107315,0.22754859687402837
11,-0.8389767421543337,-0.057559593997738634,0.013741094098695835
12,-2.0662129953035477,0.6369500305123753,0.009359743355115909
13,-1.1704042489062023,0.13077882438660016,-0.39397818935105045
14,2.393468203000694,1.5635219297814513,-0.07859037043282861
15,-1.4859705731573116,0.3497740365517159,-0.5716528078638737
16,-1.288064992507868,0.4897281875367845,-0.8064720105526784
17,-0.07213871081368253,-1.1966928084309925,0.09065981243902874
18,-1.2520205184659015,-0.27321471752988724,-0.13047453532721515
19,0.5767561347816109,-0.6661685979516258,0.17309835520968286
20,-0.07163688237021382,-0.29972163696692034,-0.5677360467767778
21,0.8573583995525513,0.21692307917511622,-0.15856754838247153
22,1.5067880934351294,-0.12160646133738989,-0.28157162267545816
23,0.09289645870946053,0.837161254998451,-0.06849186239198736
24,-0.35574787747171294,0.24917975282882732,-0.11668418831019703
25,-0.1067349397298147,-0.4709423978358622,-0.5759638940566749
26,-1.1144103116535309,0.25649805412839166,-0.544818391961441
27,-0.7053599611279212,0.49942971753817644,0.19847963918280112
28,-0.5997372508911969,0.6301653764439729,-0.052120939411975216
29,-0.9363323493428444,0.26706872599649534,-0.3042264111673824
30,0.07267365775013455,-0.09732648214450215,-0.4402837153454326
31,-0.836762434664244,-0.08468610741208743,-0.79129163980781
32,3.201324692847238,1.6085138381762616,0.4189040440262891
33,-3.172261221824538,1.2956667065466831,1.3112138473528172
34,-0.5527584330998213,0.7210510634604017,-0.5181877102070014
35,-0.9467192284655183,0.0743066983283518,-0.5152963230959882
36,-0.20642995388851174,0.0032646182518298768,-0.7498441475809157
37,-1.2305999388151745,0.32203051346865574,0.8464158202148119
38,-1.264412357042312,0.3742125208608544,-0.5837149610426421
39,1.1420252258573402,0.6258015718274027,0.16359438789992006
40,-0.8404881664804738,1.1364624876079594,0.6472217406302871
41,1.1386367802718653,-0.8059929861138421,0.2168389669650939
42,0.046001712367633986,-0.1972302839948738,-0.08447690460807362
43,0.18704406618029232,1.6382585287770832,-0.46252229238001313
44,-0.947708751582455,0.19189806010167182,0.13719450736806435
45,-0.11611078687165773,0.635801716885308,-0.22191681173768102
46,0.29635697089900276,0.8789029240584565,-1.038041901650185
47,-3.5797295166969345,1.8764677546667536,1.9968822213290436
48,-0.5772125214098623,-0.3475880222558803,-0.6085454228171706
49,-0.5792594699311225,0.5939811708883965,-1.1229592611762493
50,-1.1174584586657366,0.4471607921748072,0.21458878882600885
